Country,jurisdiction,2014,2010,1990,1991,1992,1994,1995,1996,1999,2003,1988,1989,1993,1997,2000,2001,2002,2004,2009,2011,2007,2012,2005,2006,2008,1998,1972,1978,1984,1985,1986,1987,2015,2013,2016,1980,2017,1982,1983,1975,1981,1977,1957,1976,1979,1956,1918,1973,1967,1951,1952,1969,1974,1968,1971,1966,1970,1962,1945,1954,1955,1963,1964,1965,1936,1958,1959,1930,1961,Country_name
84,591,111.0,143.0,,,,3.0,1.0,19.0,110.0,76.0,,,4.0,44.0,147.0,165.0,91.0,100.0,130.0,141.0,142.0,135.0,114.0,130.0,122.0,65.0,,,,,,,123.0,116.0,123.0,4.0,,7.0,7.0,,4.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,882,12.0,19.0,,,,,,,,,,,,,,,,2.0,18.0,22.0,20.0,22.0,,18.0,16.0,,,,,,,,9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,690,19.0,33.0,,,,,,,27.0,48.0,,,,,53.0,68.0,72.0,48.0,41.0,33.0,50.0,29.0,54.0,61.0,36.0,,,,,,,,18.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,840,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
60,44,,3.0,2.0,,3.0,5.0,12.0,15.0,17.0,8.0,,,,16.0,16.0,8.0,8.0,6.0,4.0,2.0,6.0,,,,4.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bermuda
60,60,,,,,,,,1.0,,,,,,2.0,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bermuda
60,92,,15.0,4.0,,3.0,6.0,10.0,22.0,59.0,45.0,,2.0,5.0,47.0,52.0,48.0,52.0,39.0,17.0,12.0,33.0,12.0,38.0,35.0,24.0,58.0,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bermuda
60,591,6.0,,17.0,,,16.0,,15.0,,10.0,,18.0,,,15.0,15.0,14.0,9.0,,7.0,8.0,7.0,,8.0,9.0,,1.0,4.0,12.0,13.0,14.0,18.0,5.0,6.0,,6.0,,10.0,11.0,,9.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Bermuda
Bolivia,591,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia
Bolivia,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia
Bolivia,591,56.0,47.0,,,,1.0,,,,7.0,,,,,,4.0,,,40.0,53.0,29.0,64.0,,14.0,36.0,,,,,,,,46.0,57.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia
72,92,0.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana
72,591,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana
72,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana
76,44,5.0,7.0,,1.0,,3.0,3.0,2.0,20.0,15.0,,,2.0,5.0,21.0,13.0,14.0,,7.0,7.0,7.0,5.0,14.0,13.0,7.0,16.0,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,660,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,92,162.0,176.0,9.0,11.0,14.0,20.0,25.0,27.0,118.0,153.0,2.0,8.0,16.0,66.0,150.0,147.0,161.0,151.0,183.0,172.0,175.0,175.0,145.0,144.0,184.0,96.0,,,,,,,153.0,168.0,153.0,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,344,,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,840,56.0,63.0,,,,,,,,11.0,,,,,,,,26.0,71.0,58.0,73.0,61.0,43.0,56.0,73.0,,,,,,,,45.0,59.0,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,570,,,,,,,1.0,,14.0,51.0,,,,2.0,31.0,38.0,44.0,55.0,,,8.0,,50.0,20.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,591,210.0,220.0,14.0,13.0,16.0,26.0,30.0,30.0,40.0,86.0,,,24.0,34.0,51.0,52.0,67.0,123.0,211.0,222.0,210.0,220.0,143.0,161.0,216.0,34.0,,,15.0,15.0,16.0,,218.0,197.0,218.0,7.0,218.0,12.0,13.0,,8.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,882,,9.0,,,,,,,,,,,,,,,,,21.0,8.0,37.0,5.0,5.0,25.0,31.0,,,,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,690,29.0,32.0,,,,,,,2.0,18.0,,,,,2.0,3.0,13.0,19.0,32.0,34.0,30.0,41.0,24.0,26.0,29.0,,,,,,,,22.0,41.0,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,826,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,858,,,,,,,,,,1.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
76,840,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil
92,44,3.0,6.0,,,,8.0,12.0,30.0,96.0,33.0,,,2.0,66.0,111.0,78.0,49.0,23.0,8.0,3.0,14.0,2.0,22.0,18.0,10.0,90.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,660,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,92,36392.0,36479.0,72.0,113.0,196.0,931.0,1584.0,2722.0,7779.0,17829.0,21.0,44.0,337.0,4703.0,10368.0,12803.0,15691.0,20510.0,36472.0,36476.0,32003.0,36458.0,23281.0,27303.0,35240.0,6039.0,,,,10.0,11.0,12.0,36319.0,36450.0,36319.0,8.0,36319.0,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,840,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
92,570,,,,,,,2.0,,,,,,,,,,,1.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
